1,1,1.719,-1.0,onAttack
1,2,1.615,-1.0,onAttack
1,3,1.355,-1.0,onAttack
1,4,1.291,-1.0,onAttack
1,5,1.287,-1.0,onAttack
1,6,1.583,-1.0,onAttack
1,7,1.785,-1.0,onAttack
1,8,1.725,-1.0,onAttack
1,9,1.777,-1.0,onAttack
1,10,1.650,-1.0,onAttack
1,11,2.520,-1.0,onAttack
1,12,1.223,-1.0,onAttack
1,13,1.207,-1.0,onAttack
1,14,1.637,-1.0,onAttack
1,15,1.252,-1.0,onAttack
1,16,1.925,-1.0,onAttack
1,17,1.295,-1.0,onAttack
1,18,1.641,-1.0,onAttack
1,19,1.216,-1.0,onAttack
1,20,1.934,-1.0,onAttack
1,21,1.418,-1.0,onAttack
1,22,1.317,-1.0,onAttack
1,23,1.642,-1.0,onAttack
1,24,1.310,-1.0,onAttack
1,25,1.695,-1.0,onAttack
1,26,1.743,-1.0,onAttack
1,27,1.363,-1.0,onAttack
1,28,1.423,-1.0,onAttack
1,29,1.398,-1.0,onAttack
1,30,1.254,-1.0,onAttack
1,31,1.730,-1.0,onAttack
1,32,1.686,-1.0,onAttack
1,33,1.715,-1.0,onAttack
1,34,1.775,-1.0,onAttack
1,35,1.736,-1.0,onAttack
1,36,1.664,-1.0,onAttack
1,37,1.324,-1.0,onAttack
1,38,1.199,-1.0,onAttack
1,39,1.261,-1.0,onAttack
1,40,1.598,-1.0,onAttack
1,41,1.421,-1.0,onAttack
1,42,1.250,-1.0,onAttack
1,43,1.906,-1.0,onAttack
1,44,1.241,-1.0,onAttack
1,45,1.580,-1.0,onAttack
1,46,1.637,-1.0,onAttack
1,47,1.895,-1.0,onAttack
1,48,2.097,-1.0,onAttack
1,49,1.207,-1.0,onAttack
1,50,1.805,-1.0,onAttack
1,51,1.828,-1.0,onAttack
1,52,2.712,-1.0,onAttack
1,53,1.880,-1.0,onAttack
1,54,1.230,-1.0,onAttack
1,55,1.641,-1.0,onAttack
1,56,1.430,-1.0,onAttack
1,57,8.553,-1.0,onAttack
1,58,1.400,-1.0,onAttack
1,59,1.248,-1.0,onAttack
1,60,1.575,-1.0,onAttack
1,61,1.186,-1.0,onAttack
1,62,1.232,-1.0,onAttack
1,63,2.661,-1.0,onAttack
1,64,1.656,-1.0,onAttack
1,65,5.671,-1.0,onAttack
1,66,1.664,-1.0,onAttack
1,67,1.550,-1.0,onAttack
1,68,9.997,-1.0,onAttack
1,69,1.805,-1.0,onAttack
1,70,1.595,-1.0,onAttack
1,71,1.322,-1.0,onAttack
1,72,1.592,-1.0,onAttack
1,73,1.278,-1.0,onAttack
1,74,2.483,-1.0,onAttack
1,75,1.612,-1.0,onAttack
1,76,1.406,-1.0,onAttack
1,77,1.265,-1.0,onAttack
1,78,1.559,-1.0,onAttack
1,79,1.612,-1.0,onAttack
1,80,1.263,-1.0,onAttack
1,81,1.406,-1.0,onAttack
1,82,2.373,-1.0,onAttack
1,83,1.331,-1.0,onAttack
1,84,8.476,-1.0,onAttack
1,85,1.741,-1.0,onAttack
1,86,1.717,-1.0,onAttack
1,87,1.250,-1.0,onAttack
1,88,1.761,-1.0,onAttack
1,89,1.663,-1.0,onAttack
1,90,1.725,-1.0,onAttack
1,91,1.653,-1.0,onAttack
1,92,1.800,-1.0,onAttack
1,93,1.609,-1.0,onAttack
1,94,2.858,-1.0,onAttack
1,95,1.331,-1.0,onAttack
1,96,1.262,-1.0,onAttack
1,97,1.214,-1.0,onAttack
1,98,1.607,-1.0,onAttack
1,99,1.901,-1.0,onAttack
1,100,1.730,-1.0,onAttack
1,1,1.399,-0.9,onAttack
1,2,1.320,-0.9,onAttack
1,3,1.300,-0.9,onAttack
1,4,1.683,-0.9,onAttack
1,5,1.985,-0.9,onAttack
1,6,1.990,-0.9,onAttack
1,7,1.351,-0.9,onAttack
1,8,1.851,-0.9,onAttack
1,9,1.319,-0.9,onAttack
1,10,1.858,-0.9,onAttack
1,11,1.875,-0.9,onAttack
1,12,1.658,-0.9,onAttack
1,13,2.900,-0.9,onAttack
1,14,1.994,-0.9,onAttack
1,15,1.650,-0.9,onAttack
1,16,1.307,-0.9,onAttack
1,17,1.301,-0.9,onAttack
1,18,1.920,-0.9,onAttack
1,19,1.713,-0.9,onAttack
1,20,8.645,-0.9,onAttack
