8,0,11.328,onAttack
8,1,13.378,onAttack
8,2,19.965,onAttack
8,3,11.413,onAttack
8,4,11.104,onAttack
8,5,11.452,onAttack
8,6,12.171,onAttack
8,7,12.248,onAttack
8,8,11.939,onAttack
8,9,12.231,onAttack
8,10,11.225,onAttack
8,11,11.310,onAttack
8,12,11.437,onAttack
8,13,12.123,onAttack
8,14,11.496,onAttack
8,15,13.334,onAttack
8,16,12.107,onAttack
8,17,11.303,onAttack
8,18,11.126,onAttack
8,19,11.437,onAttack
8,20,11.930,onAttack
8,21,14.119,onAttack
8,22,11.437,onAttack
8,23,11.514,onAttack
8,24,11.230,onAttack
8,25,11.521,onAttack
8,26,12.201,onAttack
8,27,15.858,onAttack
8,28,20.081,onAttack
8,29,11.335,onAttack
8,30,16.543,onAttack
8,31,11.453,onAttack
8,32,11.056,onAttack
8,33,12.261,onAttack
8,34,11.923,onAttack
8,35,12.202,onAttack
8,36,13.402,onAttack
8,37,11.187,onAttack
8,38,15.114,onAttack
8,39,16.179,onAttack
8,40,11.211,onAttack
8,41,13.209,onAttack
8,42,11.387,onAttack
8,43,12.024,onAttack
8,44,11.457,onAttack
8,45,11.508,onAttack
8,46,12.332,onAttack
8,47,12.001,onAttack
8,48,11.527,onAttack
8,49,11.900,onAttack
8,50,11.340,onAttack
8,51,13.422,onAttack
8,52,19.939,onAttack
8,53,12.154,onAttack
8,54,12.119,onAttack
8,55,11.223,onAttack
8,56,11.394,onAttack
8,57,11.085,onAttack
8,58,11.991,onAttack
8,59,19.120,onAttack
8,60,11.879,onAttack
8,61,12.042,onAttack
8,62,12.230,onAttack
8,63,15.286,onAttack
8,64,11.149,onAttack
8,65,16.011,onAttack
8,66,12.019,onAttack
8,67,14.222,onAttack
8,68,11.473,onAttack
8,69,13.097,onAttack
8,70,12.260,onAttack
8,71,12.142,onAttack
8,72,11.351,onAttack
8,73,13.145,onAttack
8,74,16.075,onAttack
8,75,12.145,onAttack
8,76,24.492,onAttack
8,77,13.335,onAttack
8,78,11.021,onAttack
8,79,11.449,onAttack
8,80,17.094,onAttack
8,81,11.507,onAttack
8,82,11.878,onAttack
8,83,12.017,onAttack
8,84,11.979,onAttack
8,85,13.017,onAttack
8,86,12.034,onAttack
8,87,11.187,onAttack
8,88,11.254,onAttack
8,89,11.162,onAttack
8,90,11.160,onAttack
8,91,12.320,onAttack
8,92,16.886,onAttack
8,93,11.210,onAttack
8,94,13.166,onAttack
8,95,11.899,onAttack
8,96,11.364,onAttack
8,97,12.238,onAttack
8,98,12.176,onAttack
8,99,12.108,onAttack
8,0,13.755,onAttack
8,1,11.692,onAttack
8,2,11.880,onAttack
8,3,15.474,onAttack
8,4,11.430,onAttack
8,5,11.139,onAttack
8,6,11.907,onAttack
8,7,12.813,onAttack
8,8,15.737,onAttack
8,9,12.107,onAttack
8,10,11.364,onAttack
8,11,15.893,onAttack
8,12,11.968,onAttack
8,13,15.792,onAttack
8,14,11.690,onAttack
8,15,12.684,onAttack
8,16,12.747,onAttack
8,17,11.069,onAttack
8,18,12.114,onAttack
8,19,10.945,onAttack
8,20,11.976,onAttack
8,21,14.639,onAttack
8,22,14.992,onAttack
8,23,15.598,onAttack
8,24,12.155,onAttack
8,25,11.988,onAttack
8,26,11.633,onAttack
8,27,11.840,onAttack
8,28,11.998,onAttack
8,29,13.765,onAttack
8,30,15.191,onAttack
8,31,12.048,onAttack
8,32,12.015,onAttack
8,33,11.815,onAttack
8,34,13.182,onAttack
8,35,12.091,onAttack
8,36,11.724,onAttack
8,37,12.209,onAttack
8,38,13.756,onAttack
8,39,13.937,onAttack
8,40,12.664,onAttack
8,41,12.068,onAttack
8,42,13.016,onAttack
8,43,12.053,onAttack
8,44,12.791,onAttack
8,45,12.687,onAttack
8,46,11.970,onAttack
8,47,12.772,onAttack
8,48,12.120,onAttack
8,49,11.754,onAttack
8,50,11.886,onAttack
8,51,12.148,onAttack
8,52,11.230,onAttack
8,53,12.217,onAttack
8,54,12.795,onAttack
8,55,12.992,onAttack
8,56,16.934,onAttack
8,57,11.798,onAttack
8,58,19.413,onAttack
8,59,12.080,onAttack
8,60,12.838,onAttack
8,61,11.255,onAttack
8,62,13.002,onAttack
8,63,11.189,onAttack
8,64,17.335,onAttack
8,65,11.871,onAttack
8,66,11.933,onAttack
8,67,14.839,onAttack
8,68,11.612,onAttack
8,69,11.243,onAttack
8,70,13.022,onAttack
8,71,12.978,onAttack
8,72,12.048,onAttack
8,73,11.930,onAttack
8,74,11.931,onAttack
8,75,11.848,onAttack
8,76,12.083,onAttack
8,77,12.086,onAttack
8,78,15.552,onAttack
8,79,11.693,onAttack
8,80,11.808,onAttack
8,81,12.222,onAttack
8,82,11.803,onAttack
