0.116,onAttack
1,1,2.339,onAttack
1,2,3.010,onAttack
1,3,2.505,onAttack
1,4,2.743,onAttack
1,5,2.279,onAttack
1,6,2.800,onAttack
1,7,2.096,onAttack
1,8,2.634,onAttack
1,9,2.915,onAttack
1,10,2.627,onAttack
1,11,2.418,onAttack
1,12,2.472,onAttack
1,13,1.707,onAttack
1,14,1.780,onAttack
1,15,2.711,onAttack
1,16,2.109,onAttack
1,17,1.773,onAttack
1,18,2.672,onAttack
1,19,3.179,onAttack
1,20,2.066,onAttack
1,21,3.825,onAttack
1,22,2.670,onAttack
1,23,2.158,onAttack
1,24,1.921,onAttack
1,25,2.719,onAttack
1,26,1.781,onAttack
1,27,2.646,onAttack
1,28,3.091,onAttack
1,29,2.863,onAttack
1,30,1.829,onAttack
1,31,2.878,onAttack
1,32,1.771,onAttack
1,33,3.161,onAttack
1,34,2.950,onAttack
1,35,2.291,onAttack
1,36,2.075,onAttack
1,37,2.402,onAttack
1,38,2.540,onAttack
1,39,4.854,onAttack
1,40,4.872,onAttack
1,41,3.142,onAttack
1,42,2.314,onAttack
1,43,6.735,onAttack
1,44,2.794,onAttack
1,45,3.782,onAttack
1,46,2.242,onAttack
1,47,1.793,onAttack
1,48,3.752,onAttack
1,49,2.647,onAttack
1,50,1.766,onAttack
1,51,2.047,onAttack
1,52,2.309,onAttack
1,53,2.743,onAttack
1,54,6.034,onAttack
1,55,1.781,onAttack
1,56,2.345,onAttack
1,57,2.090,onAttack
1,58,1.930,onAttack
1,59,2.800,onAttack
1,60,2.605,onAttack
1,61,1.787,onAttack
1,62,8.543,onAttack
1,63,2.912,onAttack
1,64,2.125,onAttack
1,65,2.250,onAttack
1,66,2.910,onAttack
1,67,2.092,onAttack
1,68,1.787,onAttack
1,69,2.941,onAttack
1,70,2.157,onAttack
1,71,2.904,onAttack
1,72,2.101,onAttack
1,73,2.602,onAttack
1,74,2.678,onAttack
1,75,2.239,onAttack
1,76,2.273,onAttack
1,77,2.427,onAttack
1,78,4.107,onAttack
1,79,2.083,onAttack
1,80,6.965,onAttack
1,81,2.305,onAttack
1,82,2.803,onAttack
1,83,2.771,onAttack
1,84,4.559,onAttack
1,85,3.863,onAttack
1,86,2.744,onAttack
1,87,2.368,onAttack
1,88,2.746,onAttack
1,89,2.205,onAttack
1,90,2.642,onAttack
1,91,2.679,onAttack
1,92,3.807,onAttack
1,93,2.325,onAttack
1,94,1.812,onAttack
1,95,6.524,onAttack
1,96,1.997,onAttack
1,97,3.864,onAttack
1,98,1.768,onAttack
1,99,3.891,onAttack
1,100,2.683,onAttack
1,101,2.107,onAttack
1,102,2.543,onAttack
1,103,2.165,onAttack
1,104,3.964,onAttack
1,105,1.919,onAttack
1,106,1.778,onAttack
1,107,2.102,onAttack
1,108,2.473,onAttack
1,109,2.781,onAttack
1,110,2.294,onAttack
1,111,2.621,onAttack
1,112,2.388,onAttack
1,113,2.725,onAttack
1,114,2.455,onAttack
1,115,2.958,onAttack
1,116,2.092,onAttack
1,117,2.258,onAttack
1,118,2.673,onAttack
1,119,2.975,onAttack
1,120,8.658,onAttack
1,121,2.655,onAttack
1,122,2.455,onAttack
1,123,2.421,onAttack
1,124,2.240,onAttack
1,125,2.703,onAttack
1,126,2.401,onAttack
1,127,2.266,onAttack
1,128,2.104,onAttack
1,129,2.158,onAttack
1,130,1.906,onAttack
1,131,2.679,onAttack
1,132,2.066,onAttack
1,133,4.921,onAttack
1,134,2.421,onAttack
1,135,2.848,onAttack
1,136,5.768,onAttack
1,137,1.854,onAttack
1,138,1.855,onAttack
1,139,1.916,onAttack
1,140,4.699,onAttack
1,141,2.830,onAttack
1,142,2.762,onAttack
1,143,5.026,onAttack
1,144,2.691,onAttack
1,145,2.371,onAttack
1,146,2.773,onAttack
1,147,2.087,onAttack
1,148,2.447,onAttack
1,149,2.970,onAttack
1,150,2.963,onAttack
1,151,2.145,onAttack
1,152,3.310,onAttack
1,153,3.770,onAttack
1,154,2.792,onAttack
