1,1,1.305,-1.0,onAttack
1,2,1.745,-1.0,onAttack
1,3,1.263,-1.0,onAttack
1,4,1.422,-1.0,onAttack
1,5,1.293,-1.0,onAttack
1,6,1.356,-1.0,onAttack
1,7,1.605,-1.0,onAttack
1,8,1.650,-1.0,onAttack
1,9,1.706,-1.0,onAttack
1,10,1.522,-1.0,onAttack
1,11,1.859,-1.0,onAttack
1,12,1.208,-1.0,onAttack
1,13,3.220,-1.0,onAttack
1,14,1.248,-1.0,onAttack
1,15,1.221,-1.0,onAttack
1,16,1.751,-1.0,onAttack
1,17,1.970,-1.0,onAttack
1,18,1.395,-1.0,onAttack
1,19,1.937,-1.0,onAttack
1,20,1.815,-1.0,onAttack
1,21,1.590,-1.0,onAttack
1,22,1.465,-1.0,onAttack
1,23,1.743,-1.0,onAttack
1,24,1.717,-1.0,onAttack
1,25,1.925,-1.0,onAttack
1,26,1.399,-1.0,onAttack
1,27,1.286,-1.0,onAttack
1,28,1.383,-1.0,onAttack
1,29,1.699,-1.0,onAttack
1,30,1.311,-1.0,onAttack
1,31,1.651,-1.0,onAttack
1,32,1.634,-1.0,onAttack
1,33,1.589,-1.0,onAttack
1,34,4.960,-1.0,onAttack
1,35,1.414,-1.0,onAttack
1,36,1.393,-1.0,onAttack
1,37,1.406,-1.0,onAttack
1,38,1.336,-1.0,onAttack
1,39,1.629,-1.0,onAttack
1,40,1.557,-1.0,onAttack
1,41,1.805,-1.0,onAttack
1,42,1.452,-1.0,onAttack
1,43,1.338,-1.0,onAttack
1,44,3.564,-1.0,onAttack
1,45,1.879,-1.0,onAttack
1,46,1.705,-1.0,onAttack
1,47,1.712,-1.0,onAttack
1,48,1.256,-1.0,onAttack
1,49,1.409,-1.0,onAttack
1,50,1.323,-1.0,onAttack
1,51,1.422,-1.0,onAttack
1,52,1.593,-1.0,onAttack
1,53,1.402,-1.0,onAttack
1,54,1.326,-1.0,onAttack
1,55,1.285,-1.0,onAttack
1,56,1.646,-1.0,onAttack
1,57,1.268,-1.0,onAttack
1,58,1.798,-1.0,onAttack
1,59,1.651,-1.0,onAttack
1,60,1.731,-1.0,onAttack
1,61,1.211,-1.0,onAttack
1,62,1.314,-1.0,onAttack
1,63,1.408,-1.0,onAttack
1,64,1.337,-1.0,onAttack
1,65,1.699,-1.0,onAttack
1,66,1.548,-1.0,onAttack
1,67,1.841,-1.0,onAttack
1,68,1.232,-1.0,onAttack
1,69,1.723,-1.0,onAttack
1,70,1.406,-1.0,onAttack
1,71,1.786,-1.0,onAttack
1,72,1.559,-1.0,onAttack
1,73,1.855,-1.0,onAttack
1,74,1.433,-1.0,onAttack
1,75,1.543,-1.0,onAttack
1,76,1.806,-1.0,onAttack
1,77,1.265,-1.0,onAttack
1,78,1.370,-1.0,onAttack
1,79,1.691,-1.0,onAttack
1,80,1.692,-1.0,onAttack
1,81,1.683,-1.0,onAttack
1,82,1.709,-1.0,onAttack
1,83,1.561,-1.0,onAttack
1,84,1.779,-1.0,onAttack
1,85,1.602,-1.0,onAttack
1,86,1.774,-1.0,onAttack
1,87,1.403,-1.0,onAttack
1,88,1.703,-1.0,onAttack
1,89,1.798,-1.0,onAttack
1,90,1.685,-1.0,onAttack
1,91,1.730,-1.0,onAttack
1,92,1.787,-1.0,onAttack
1,93,1.826,-1.0,onAttack
1,94,1.519,-1.0,onAttack
1,95,1.513,-1.0,onAttack
1,96,1.624,-1.0,onAttack
1,97,1.539,-1.0,onAttack
1,98,1.617,-1.0,onAttack
1,99,1.764,-1.0,onAttack
1,100,1.582,-1.0,onAttack
1,1,1.320,-0.9,onAttack
1,2,1.536,-0.9,onAttack
1,3,1.394,-0.9,onAttack
1,4,1.744,-0.9,onAttack
1,5,1.646,-0.9,onAttack
1,6,1.612,-0.9,onAttack
1,7,1.517,-0.9,onAttack
1,8,1.823,-0.9,onAttack
1,9,1.696,-0.9,onAttack
1,10,1.619,-0.9,onAttack
1,11,1.843,-0.9,onAttack
1,12,1.613,-0.9,onAttack
1,13,1.403,-0.9,onAttack
1,14,1.305,-0.9,onAttack
1,15,1.457,-0.9,onAttack
1,16,1.330,-0.9,onAttack
1,17,1.213,-0.9,onAttack
1,18,1.741,-0.9,onAttack
1,19,1.678,-0.9,onAttack
1,20,1.893,-0.9,onAttack
1,21,1.781,-0.9,onAttack
1,22,1.627,-0.9,onAttack
1,23,1.415,-0.9,onAttack
1,24,1.330,-0.9,onAttack
1,25,1.828,-0.9,onAttack
1,26,1.632,-0.9,onAttack
1,27,1.327,-0.9,onAttack
1,28,1.215,-0.9,onAttack
1,29,1.687,-0.9,onAttack
1,30,5.793,-0.9,onAttack
1,31,1.800,-0.9,onAttack
1,32,1.195,-0.9,onAttack
1,33,1.211,-0.9,onAttack
1,34,1.687,-0.9,onAttack
1,35,1.320,-0.9,onAttack
1,36,1.242,-0.9,onAttack
1,37,1.896,-0.9,onAttack
1,38,1.360,-0.9,onAttack
1,39,1.759,-0.9,onAttack
1,40,1.749,-0.9,onAttack
1,41,1.644,-0.9,onAttack
1,42,1.247,-0.9,onAttack
1,43,1.262,-0.9,onAttack
1,44,1.239,-0.9,onAttack
1,45,1.286,-0.9,onAttack
1,46,1.393,-0.9,onAttack
1,47,1.592,-0.9,onAttack
1,48,2.041,-0.9,onAttack
1,49,1.328,-0.9,onAttack
1,50,1.249,-0.9,onAttack
1,51,1.373,-0.9,onAttack
1,52,1.392,-0.9,onAttack
1,53,1.340,-0.9,onAttack
1,54,1.753,-0.9,onAttack
1,55,1.405,-0.9,onAttack
1,56,1.315,-0.9,onAttack
1,57,1.542,-0.9,onAttack
1,58,1.723,-0.9,onAttack
1,59,1.824,-0.9,onAttack
1,60,1.790,-0.9,onAttack
1,61,1.818,-0.9,onAttack
1,62,1.607,-0.9,onAttack
1,63,1.293,-0.9,onAttack
1,64,1.207,-0.9,onAttack
1,65,1.781,-0.9,onAttack
1,66,1.707,-0.9,onAttack
1,67,1.648,-0.9,onAttack
1,68,1.324,-0.9,onAttack
1,69,1.425,-0.9,onAttack
1,70,1.272,-0.9,onAttack
1,71,1.920,-0.9,onAttack
1,72,1.454,-0.9,onAttack
1,73,1.507,-0.9,onAttack
1,74,1.752,-0.9,onAttack
1,75,1.807,-0.9,onAttack
1,76,1.664,-0.9,onAttack
1,77,1.307,-0.9,onAttack
1,78,1.322,-0.9,onAttack
1,79,1.620,-0.9,onAttack
1,80,1.991,-0.9,onAttack
1,81,1.323,-0.9,onAttack
1,82,1.338,-0.9,onAttack
1,83,1.671,-0.9,onAttack
1,84,1.264,-0.9,onAttack
1,85,2.573,-0.9,onAttack
1,86,1.421,-0.9,onAttack
1,87,1.429,-0.9,onAttack
1,88,1.645,-0.9,onAttack
1,89,1.407,-0.9,onAttack
1,90,1.415,-0.9,onAttack
1,91,1.455,-0.9,onAttack
1,92,1.579,-0.9,onAttack
1,93,1.448,-0.9,onAttack
1,94,1.219,-0.9,onAttack
1,95,1.398,-0.9,onAttack
1,96,1.813,-0.9,onAttack
1,97,1.907,-0.9,onAttack
1,98,1.234,-0.9,onAttack
1,99,1.731,-0.9,onAttack
1,100,1.257,-0.9,onAttack
1,1,1.825,-0.8,onAttack
1,2,1.320,-0.8,onAttack
1,3,1.321,-0.8,onAttack
1,4,1.799,-0.8,onAttack
1,5,1.212,-0.8,onAttack
1,6,1.293,-0.8,onAttack
1,7,1.455,-0.8,onAttack
1,8,1.232,-0.8,onAttack
1,9,1.572,-0.8,onAttack
1,10,1.242,-0.8,onAttack
1,11,1.429,-0.8,onAttack
1,12,1.386,-0.8,onAttack
1,13,1.366,-0.8,onAttack
1,14,1.795,-0.8,onAttack
1,15,1.217,-0.8,onAttack
1,16,1.439,-0.8,onAttack
1,17,1.835,-0.8,onAttack
1,18,2.828,-0.8,onAttack
1,19,1.252,-0.8,onAttack
1,20,1.233,-0.8,onAttack
1,21,1.409,-0.8,onAttack
1,22,1.930,-0.8,onAttack
1,23,1.371,-0.8,onAttack
1,24,1.397,-0.8,onAttack
1,25,1.324,-0.8,onAttack
1,26,1.536,-0.8,onAttack
1,27,1.490,-0.8,onAttack
1,28,1.616,-0.8,onAttack
1,29,1.705,-0.8,onAttack
1,30,2.257,-0.8,onAttack
1,31,1.463,-0.8,onAttack
1,32,1.607,-0.8,onAttack
1,33,1.804,-0.8,onAttack
